Jahr,Bundesland,Hochschulart,Faechergruppe,Wert_EUR
2019-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",0.0
2019-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Thüringen,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Baden-Württemberg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,7.426E7
2020-01-01T00:00:00.000Z,Niedersachsen,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2020-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Sport,323000.0
2022-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Geisteswissenschaften,5523000.0
2019-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",8.3093E7
2020-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1.02645E8
2022-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Sport,805000.0
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,Sport,
2021-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Hamburg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,1.8807E7
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2.8516E7
2020-01-01T00:00:00.000Z,Thüringen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),7000.0
2021-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",5.3949E7
2021-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Niedersachsen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),7954000.0
2022-01-01T00:00:00.000Z,Niedersachsen,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Sport,
2021-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,3.4007E8
2021-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",247000.0
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),3.29492E8
2022-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,Geisteswissenschaften,28000.0
2021-01-01T00:00:00.000Z,Brandenburg,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Thüringen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),9000.0
2022-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Berlin,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.3644E7
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",3848000.0
2019-01-01T00:00:00.000Z,Bremen,Pädagogische Hochschulen,Sport,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.61993E8
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2022-01-01T00:00:00.000Z,Berlin,Theologische Hochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Baden-Württemberg,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Thüringen,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),318000.0
2020-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",236000.0
2022-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,"Kunst, Kunstwissenschaft",8728000.0
2020-01-01T00:00:00.000Z,Bayern,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Sachsen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,"Mathematik, Naturwissenschaften",43000.0
2020-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),6000.0
2022-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Universitäten (ohne Medizinische Einrichtungen),Sport,1.6789E7
2019-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Ingenieurwissenschaften,1.1402E7
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,Ingenieurwissenschaften,6005000.0
2020-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Bayern,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2152000.0
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",601000.0
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2022-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Berlin,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Kunsthochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,2.1798E7
2019-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Bremen,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Hessen,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2021-01-01T00:00:00.000Z,Thüringen,Theologische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2019-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.3324E8
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",5997000.0
2021-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),4.2425E7
2020-01-01T00:00:00.000Z,Brandenburg,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Saarland,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Kunst, Kunstwissenschaft",2925000.0
2022-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2.90596E8
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Pädagogische Hochschulen,Geisteswissenschaften,
2021-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),21000.0
2022-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,7968000.0
2020-01-01T00:00:00.000Z,Saarland,Kunsthochschulen,Sport,
2020-01-01T00:00:00.000Z,Bayern,Fachhochschulen,"Mathematik, Naturwissenschaften",5418000.0
2019-01-01T00:00:00.000Z,Berlin,Universitäten (ohne Medizinische Einrichtungen),Sport,436000.0
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Kunsthochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Thüringen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,5.2109E7
2022-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2019-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Brandenburg,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),0.0
2022-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Sport,
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",8854000.0
2019-01-01T00:00:00.000Z,Sachsen,Fachhochschulen,Sport,
2022-01-01T00:00:00.000Z,Sachsen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),0.0
2021-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",587000.0
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",783000.0
2020-01-01T00:00:00.000Z,Hamburg,Kunsthochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),1.708E7
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Verwaltungsfachhochschulen,Sport,
2022-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Hessen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Sachsen,Kunsthochschulen,"Kunst, Kunstwissenschaft",3087000.0
2020-01-01T00:00:00.000Z,Baden-Württemberg,Medizinische Einrichtungen der Universitäten,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Kunsthochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2020-01-01T00:00:00.000Z,Saarland,Kunsthochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Bayern,Kunsthochschulen,Geisteswissenschaften,0.0
2022-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",3840000.0
2019-01-01T00:00:00.000Z,Bayern,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Pädagogische Hochschulen,Sport,
2022-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,8883000.0
2021-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,Ingenieurwissenschaften,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2.2936E7
2021-01-01T00:00:00.000Z,Bremen,Medizinische Einrichtungen der Universitäten,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Hamburg,Theologische Hochschulen,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Niedersachsen,Kunsthochschulen,Geisteswissenschaften,4000.0
2020-01-01T00:00:00.000Z,Rheinland-Pfalz,Pädagogische Hochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,2.5773E7
2019-01-01T00:00:00.000Z,Bremen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,3.8202E7
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),Sport,780000.0
2020-01-01T00:00:00.000Z,Bremen,Fachhochschulen,Ingenieurwissenschaften,7032000.0
2021-01-01T00:00:00.000Z,Thüringen,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",479000.0
2020-01-01T00:00:00.000Z,Berlin,Medizinische Einrichtungen der Universitäten,Geisteswissenschaften,
2019-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",6512000.0
2021-01-01T00:00:00.000Z,Brandenburg,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Geisteswissenschaften,1.5878E7
2022-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,Geisteswissenschaften,
2020-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",202000.0
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Fachhochschulen,"Kunst, Kunstwissenschaft",463000.0
2019-01-01T00:00:00.000Z,Hamburg,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Schleswig-Holstein,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2019-01-01T00:00:00.000Z,Sachsen-Anhalt,Universitäten (ohne Medizinische Einrichtungen),Sport,713000.0
2019-01-01T00:00:00.000Z,Saarland,Pädagogische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2020-01-01T00:00:00.000Z,Sachsen-Anhalt,Kunsthochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2995000.0
2020-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),Zentr.Einrichtungen (o. klinikspez. Einrichtungen),2.0828E7
2019-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2.81656E8
2019-01-01T00:00:00.000Z,Baden-Württemberg,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",2240000.0
2021-01-01T00:00:00.000Z,Brandenburg,Pädagogische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Mathematik, Naturwissenschaften",505000.0
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Saarland,Theologische Hochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Berlin,Fachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",240000.0
2021-01-01T00:00:00.000Z,Saarland,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Berlin,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2021-01-01T00:00:00.000Z,Niedersachsen,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Pädagogische Hochschulen,Sport,
2020-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),Ingenieurwissenschaften,2.65075E8
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Nordrhein-Westfalen,Theologische Hochschulen,Geisteswissenschaften,2622000.0
2020-01-01T00:00:00.000Z,Bremen,Theologische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Thüringen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,2286000.0
2021-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Fachhochschulen,"Kunst, Kunstwissenschaft",616000.0
2021-01-01T00:00:00.000Z,Rheinland-Pfalz,Theologische Hochschulen,Humanmedizin/Gesundheitswissenschaften,968000.0
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Kunsthochschulen,Ingenieurwissenschaften,
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Universitäten (ohne Medizinische Einrichtungen),Humanmedizin/Gesundheitswissenschaften,
2019-01-01T00:00:00.000Z,Berlin,Pädagogische Hochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2020-01-01T00:00:00.000Z,Niedersachsen,Verwaltungsfachhochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",1018000.0
2020-01-01T00:00:00.000Z,Hamburg,Medizinische Einrichtungen der Universitäten,"Mathematik, Naturwissenschaften",
2022-01-01T00:00:00.000Z,Sachsen-Anhalt,Theologische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",578000.0
2019-01-01T00:00:00.000Z,Sachsen,Theologische Hochschulen,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),
2021-01-01T00:00:00.000Z,Sachsen-Anhalt,Fachhochschulen,Ingenieurwissenschaften,1.0659E7
2020-01-01T00:00:00.000Z,Saarland,Fachhochschulen,Sport,
2019-01-01T00:00:00.000Z,Hamburg,Verwaltungsfachhochschulen,"Mathematik, Naturwissenschaften",
2020-01-01T00:00:00.000Z,Hessen,Theologische Hochschulen,Geisteswissenschaften,5145000.0
2020-01-01T00:00:00.000Z,Nordrhein-Westfalen,Fachhochschulen,"Mathematik, Naturwissenschaften",9124000.0
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,Humanmedizin/Gesundheitswissenschaften,7.02555E8
2019-01-01T00:00:00.000Z,Niedersachsen,Fachhochschulen,Geisteswissenschaften,623000.0
2019-01-01T00:00:00.000Z,Saarland,Universitäten (ohne Medizinische Einrichtungen),"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2022-01-01T00:00:00.000Z,Hessen,Verwaltungsfachhochschulen,Humanmedizin/Gesundheitswissenschaften,
2022-01-01T00:00:00.000Z,Sachsen,Universitäten (ohne Medizinische Einrichtungen),"Rechts-, Wirtschafts- und Sozialwissenschaften",5.138E7
2019-01-01T00:00:00.000Z,Hessen,Universitäten (ohne Medizinische Einrichtungen),"Kunst, Kunstwissenschaft",3259000.0
2019-01-01T00:00:00.000Z,Bayern,Universitäten (ohne Medizinische Einrichtungen),Sport,8411000.0
2022-01-01T00:00:00.000Z,Hamburg,Pädagogische Hochschulen,"Rechts-, Wirtschafts- und Sozialwissenschaften",
2022-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,Sport,
2020-01-01T00:00:00.000Z,Baden-Württemberg,Fachhochschulen,Ingenieurwissenschaften,8.6713E7
2022-01-01T00:00:00.000Z,Hessen,Fachhochschulen,Humanmedizin/Gesundheitswissenschaften,2.7633E7
2020-01-01T00:00:00.000Z,Schleswig-Holstein,Medizinische Einrichtungen der Universitäten,Sport,
2019-01-01T00:00:00.000Z,Schleswig-Holstein,Verwaltungsfachhochschulen,"Kunst, Kunstwissenschaft",
2021-01-01T00:00:00.000Z,Bremen,Verwaltungsfachhochschulen,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",
2019-01-01T00:00:00.000Z,Brandenburg,Fachhochschulen,Sport,697000.0
2019-01-01T00:00:00.000Z,Hessen,Pädagogische Hochschulen,Humanmedizin/Gesundheitswissenschaften,
2020-01-01T00:00:00.000Z,Mecklenburg-Vorpommern,Medizinische Einrichtungen der Universitäten,Ingenieurwissenschaften,
