Jahr,LehrForschungsbereich,Geschlecht,Wert
2022-01-01T00:00:00.000Z,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",männlich,1351.0
2023-01-01T00:00:00.000Z,Übrige Ausbildungseinrichtungen der Kliniken,männlich,53.0
2021-01-01T00:00:00.000Z,Übrige Ausbildungseinrichtungen der Kliniken,männlich,39.0
2021-01-01T00:00:00.000Z,Islamische Studien/Islamische Theologie,männlich,91.0
2022-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften allgemein",männlich,581.0
2021-01-01T00:00:00.000Z,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,weiblich,221.0
2021-01-01T00:00:00.000Z,Mit der Hochschule verb. u. hochschulfr. Einricht.,männlich,159.0
2021-01-01T00:00:00.000Z,Zahnmedizin (klinisch-praktisch),weiblich,1038.0
2020-01-01T00:00:00.000Z,Materialwissenschaft und Werkstofftechnik,weiblich,435.0
2022-01-01T00:00:00.000Z,Mathematik,männlich,4450.0
2021-01-01T00:00:00.000Z,Sonderpädagogik,männlich,
2021-01-01T00:00:00.000Z,Mit der Klinik verbundene u.klinikfremde Einricht.,männlich,22.0
2021-01-01T00:00:00.000Z,Sonstige Sprach- und Kulturwissenschaften,weiblich,820.0
2020-01-01T00:00:00.000Z,Sonstige Sprach- und Kulturwissenschaften,weiblich,778.0
2021-01-01T00:00:00.000Z,Elektro- und Informationstechnik,männlich,8064.0
2019-01-01T00:00:00.000Z,Geisteswissenschaften allgemein,männlich,771.0
2019-01-01T00:00:00.000Z,Zentral verwaltete Hörsäle und Lehrräume,weiblich,
2020-01-01T00:00:00.000Z,Geographie,männlich,1096.0
2019-01-01T00:00:00.000Z,Mit der Hochschule verb. u. hochschulfr. Einricht.,männlich,169.0
2020-01-01T00:00:00.000Z,Erziehungswissenschaften,männlich,2115.0
2023-01-01T00:00:00.000Z,Geowissenschaften (ohne Geographie),weiblich,1068.0
2019-01-01T00:00:00.000Z,Materialwissenschaft und Werkstofftechnik,männlich,1526.0
2021-01-01T00:00:00.000Z,Chemie,männlich,7396.0
2023-01-01T00:00:00.000Z,Allg. und vergl. Literatur- und Sprachwissenschaft,männlich,626.0
2019-01-01T00:00:00.000Z,"Physik, Astronomie",männlich,8882.0
2021-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften allgemein",weiblich,299.0
2022-01-01T00:00:00.000Z,Zahnmedizin (klinisch-praktisch),weiblich,1120.0
2023-01-01T00:00:00.000Z,Regionalwissenschaften,weiblich,80.0
2020-01-01T00:00:00.000Z,Medienwissenschaft,männlich,310.0
2020-01-01T00:00:00.000Z,Bauingenieurwesen,männlich,3456.0
2020-01-01T00:00:00.000Z,Allg. und vergl. Literatur- und Sprachwissenschaft,weiblich,965.0
2019-01-01T00:00:00.000Z,Sonstige Sprach- und Kulturwissenschaften,weiblich,758.0
2019-01-01T00:00:00.000Z,Medienwissenschaft,weiblich,
2021-01-01T00:00:00.000Z,Ernährungs- und Haushaltswissenschaften,weiblich,464.0
2021-01-01T00:00:00.000Z,Informatik,männlich,10017.0
2023-01-01T00:00:00.000Z,"Landespflege, Umweltgestaltung",männlich,262.0
2023-01-01T00:00:00.000Z,Raumplanung,weiblich,372.0
2023-01-01T00:00:00.000Z,"Anglistik, Amerikanistik",weiblich,1333.0
2022-01-01T00:00:00.000Z,Chemie,weiblich,3595.0
2020-01-01T00:00:00.000Z,Soziale Einrichtungen,männlich,11.0
2022-01-01T00:00:00.000Z,Sozialwissenschaften/Soziologie,männlich,1534.0
2023-01-01T00:00:00.000Z,Islamische Studien/Islamische Theologie,weiblich,63.0
2020-01-01T00:00:00.000Z,Ernährungs- und Haushaltswissenschaften,männlich,234.0
2022-01-01T00:00:00.000Z,Gesundheitswissenschaften,weiblich,1569.0
2019-01-01T00:00:00.000Z,Regionalwissenschaften,weiblich,86.0
2021-01-01T00:00:00.000Z,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",männlich,390.0
2023-01-01T00:00:00.000Z,"Physik, Astronomie",männlich,9132.0
2020-01-01T00:00:00.000Z,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",männlich,387.0
2019-01-01T00:00:00.000Z,Sonderpädagogik,männlich,
2019-01-01T00:00:00.000Z,Bildende Kunst,weiblich,324.0
2023-01-01T00:00:00.000Z,Pharmazie,männlich,1027.0
2023-01-01T00:00:00.000Z,Materialwissenschaft und Werkstofftechnik,männlich,1389.0
2022-01-01T00:00:00.000Z,Geowissenschaften (ohne Geographie),männlich,2008.0
2021-01-01T00:00:00.000Z,Romanistik,männlich,445.0
2022-01-01T00:00:00.000Z,Elektro- und Informationstechnik,weiblich,1509.0
2023-01-01T00:00:00.000Z,"Forstwissenschaft, Holzwirtschaft",weiblich,286.0
2020-01-01T00:00:00.000Z,Vorklinische Veterinärmedizin,weiblich,178.0
2023-01-01T00:00:00.000Z,Hochschulrechenzentrum,männlich,852.0
2019-01-01T00:00:00.000Z,Romanistik,weiblich,832.0
2021-01-01T00:00:00.000Z,Verwaltungswissenschaften,männlich,1341.0
2023-01-01T00:00:00.000Z,"Verkehrstechnik, Nautik",männlich,2172.0
2019-01-01T00:00:00.000Z,Biologie,weiblich,4660.0
2023-01-01T00:00:00.000Z,Sonderpädagogik,weiblich,
2019-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",weiblich,640.0
2022-01-01T00:00:00.000Z,Evangelische Theologie,männlich,659.0
2020-01-01T00:00:00.000Z,Soziale Einrichtungen der Kliniken,weiblich,14.0
2021-01-01T00:00:00.000Z,Regionalwissenschaften,weiblich,83.0
2019-01-01T00:00:00.000Z,Gesundheitswissenschaften,weiblich,1269.0
2023-01-01T00:00:00.000Z,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),weiblich,7084.0
2019-01-01T00:00:00.000Z,Architektur,weiblich,1005.0
2020-01-01T00:00:00.000Z,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),weiblich,6316.0
2022-01-01T00:00:00.000Z,Medienwissenschaft,weiblich,327.0
2022-01-01T00:00:00.000Z,Erziehungswissenschaften,männlich,2107.0
2020-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft allgemein",weiblich,768.0
2019-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",männlich,2033.0
2023-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft allgemein",weiblich,828.0
2021-01-01T00:00:00.000Z,Psychologie,weiblich,3500.0
2019-01-01T00:00:00.000Z,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),weiblich,5687.0
2021-01-01T00:00:00.000Z,"Landespflege, Umweltgestaltung",männlich,306.0
2023-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften allgemein",weiblich,350.0
2022-01-01T00:00:00.000Z,Übrige Ausbildungseinrichtungen,weiblich,339.0
2022-01-01T00:00:00.000Z,Geographie,männlich,1077.0
2020-01-01T00:00:00.000Z,Philosophie,männlich,1107.0
2023-01-01T00:00:00.000Z,Evangelische Theologie,männlich,646.0
2023-01-01T00:00:00.000Z,Ernährungs- und Haushaltswissenschaften,weiblich,431.0
2023-01-01T00:00:00.000Z,Zentralbibliothek,weiblich,247.0
2022-01-01T00:00:00.000Z,"Physik, Astronomie",weiblich,2291.0
2023-01-01T00:00:00.000Z,Soziale Einrichtungen der Kliniken,männlich,25.0
2019-01-01T00:00:00.000Z,"Slawistik, Baltistik, Finno-Ugristik",weiblich,290.0
2021-01-01T00:00:00.000Z,Vorklinische Veterinärmedizin,weiblich,179.0
2023-01-01T00:00:00.000Z,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,weiblich,235.0
2021-01-01T00:00:00.000Z,"Anglistik, Amerikanistik",männlich,708.0
2023-01-01T00:00:00.000Z,Elektro- und Informationstechnik,männlich,7954.0
2023-01-01T00:00:00.000Z,Altphilologie (klassische Philologie),männlich,274.0
2023-01-01T00:00:00.000Z,Vorklinische Veterinärmedizin,weiblich,187.0
2019-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft allgemein",weiblich,765.0
2023-01-01T00:00:00.000Z,Chemie,männlich,7050.0
2021-01-01T00:00:00.000Z,Raumplanung,weiblich,380.0
2022-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",männlich,2120.0
2023-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",männlich,2123.0
2022-01-01T00:00:00.000Z,Bauingenieurwesen,männlich,3484.0
2019-01-01T00:00:00.000Z,Sport,weiblich,919.0
2021-01-01T00:00:00.000Z,Geowissenschaften (ohne Geographie),weiblich,1069.0
2022-01-01T00:00:00.000Z,Politikwissenschaft,männlich,1174.0
2021-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",männlich,2105.0
2020-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",männlich,2069.0
2020-01-01T00:00:00.000Z,Politikwissenschaft,männlich,1066.0
2023-01-01T00:00:00.000Z,Sozialwesen,weiblich,1873.0
2020-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",männlich,382.0
2019-01-01T00:00:00.000Z,Sozialwesen,männlich,967.0
2019-01-01T00:00:00.000Z,Chemie,weiblich,3483.0
2022-01-01T00:00:00.000Z,Geisteswissenschaften allgemein,männlich,398.0
2021-01-01T00:00:00.000Z,Erziehungswissenschaften,männlich,2132.0
2022-01-01T00:00:00.000Z,Vermessungswesen,weiblich,189.0
2021-01-01T00:00:00.000Z,Kulturwissenschaften i.e.S.,weiblich,350.0
2023-01-01T00:00:00.000Z,Mathematik,männlich,4377.0
2021-01-01T00:00:00.000Z,Zentral verwaltete Hörsäle und Lehrräume,männlich,
2021-01-01T00:00:00.000Z,Medienwissenschaft,männlich,312.0
2021-01-01T00:00:00.000Z,Sport,weiblich,963.0
2022-01-01T00:00:00.000Z,Gestaltung,männlich,999.0
2022-01-01T00:00:00.000Z,Ernährungs- und Haushaltswissenschaften,männlich,218.0
2022-01-01T00:00:00.000Z,Vorklinische Veterinärmedizin,weiblich,189.0
2019-01-01T00:00:00.000Z,Informatik,weiblich,1952.0
2022-01-01T00:00:00.000Z,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",weiblich,2232.0
2023-01-01T00:00:00.000Z,Zentrale Hochschulverwaltung,weiblich,2206.0
2023-01-01T00:00:00.000Z,Geisteswissenschaften allgemein,männlich,403.0
2020-01-01T00:00:00.000Z,Kulturwissenschaften i.e.S.,weiblich,315.0
2019-01-01T00:00:00.000Z,Psychologie,männlich,2111.0
2019-01-01T00:00:00.000Z,Übrige Ausbildungseinrichtungen,weiblich,327.0
2023-01-01T00:00:00.000Z,Psychologie,weiblich,3797.0
2023-01-01T00:00:00.000Z,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",weiblich,2233.0
2020-01-01T00:00:00.000Z,"Verkehrstechnik, Nautik",weiblich,251.0
2021-01-01T00:00:00.000Z,Humanmedizin allgemein,weiblich,858.0
2023-01-01T00:00:00.000Z,"Kliniken insgesamt, Zentrale Dienste",weiblich,1483.0
2022-01-01T00:00:00.000Z,Medienwissenschaft,männlich,310.0
2020-01-01T00:00:00.000Z,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,weiblich,138.0
2022-01-01T00:00:00.000Z,Verwaltungswissenschaften,männlich,1376.0
2019-01-01T00:00:00.000Z,Raumplanung,weiblich,347.0
2019-01-01T00:00:00.000Z,Klinisch-praktische Veterinärmedizin,weiblich,444.0
2020-01-01T00:00:00.000Z,Bildende Kunst,männlich,440.0
2022-01-01T00:00:00.000Z,Kulturwissenschaften i.e.S.,weiblich,334.0
2023-01-01T00:00:00.000Z,Rechtswissenschaften,männlich,3559.0
2019-01-01T00:00:00.000Z,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",weiblich,379.0
2022-01-01T00:00:00.000Z,Geographie,weiblich,796.0
2023-01-01T00:00:00.000Z,Medienwissenschaft,männlich,290.0
2020-01-01T00:00:00.000Z,Maschinenbau/Verfahrenstechnik,weiblich,3369.0
2021-01-01T00:00:00.000Z,Rechtswissenschaften,männlich,3576.0
2021-01-01T00:00:00.000Z,Bauingenieurwesen,weiblich,1338.0
2020-01-01T00:00:00.000Z,Psychologie,männlich,2131.0
2023-01-01T00:00:00.000Z,Übrige Ausbildungseinrichtungen,weiblich,341.0
2023-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",weiblich,1221.0
2019-01-01T00:00:00.000Z,Veterinärmedizin allgemein,männlich,3.0
2023-01-01T00:00:00.000Z,Vorklinische Humanmedizin (einschl. Zahnmedizin),männlich,2187.0
2022-01-01T00:00:00.000Z,Biologie,weiblich,4793.0
2022-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",weiblich,3584.0
2021-01-01T00:00:00.000Z,Sport,männlich,1209.0
2021-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,weiblich,36796.0
2021-01-01T00:00:00.000Z,Ingenieurwissenschaften,weiblich,12143.0
2022-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),weiblich,7891.0
2022-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",weiblich,15323.0
2023-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",weiblich,3754.0
2020-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),männlich,7200.0
2019-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",männlich,3175.0
2019-01-01T00:00:00.000Z,Geisteswissenschaften,männlich,9795.0
2023-01-01T00:00:00.000Z,Geisteswissenschaften,weiblich,11047.0
2023-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),weiblich,1716.0
2022-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",männlich,3295.0
2019-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",weiblich,14586.0
2020-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,männlich,33555.0
2021-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),männlich,1172.0
2019-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",weiblich,20417.0
2023-01-01T00:00:00.000Z,Sport,weiblich,992.0
2021-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",weiblich,22081.0
2021-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",männlich,4366.0
2023-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",männlich,25274.0
2019-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",weiblich,3177.0
2020-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",männlich,30751.0
2022-01-01T00:00:00.000Z,Sport,weiblich,998.0
2023-01-01T00:00:00.000Z,Ingenieurwissenschaften,männlich,43973.0
2020-01-01T00:00:00.000Z,Geisteswissenschaften,weiblich,10797.0
2019-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),weiblich,7148.0
2020-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",weiblich,3259.0
2021-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),weiblich,7565.0
2020-01-01T00:00:00.000Z,Ingenieurwissenschaften,weiblich,11401.0
2021-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",weiblich,14969.0
2023-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),weiblich,7987.0
2023-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,männlich,34825.0
2019-01-01T00:00:00.000Z,Ingenieurwissenschaften,männlich,41940.0
2021-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",weiblich,3547.0
2020-01-01T00:00:00.000Z,Sport,männlich,1171.0
2020-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",männlich,3261.0
2019-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,weiblich,33225.0
2019-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),männlich,656.0
2022-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),männlich,1136.0
2020-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),männlich,755.0
2022-01-01T00:00:00.000Z,Geisteswissenschaften,weiblich,11058.0
2022-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,weiblich,38076.0
2020-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",weiblich,21269.0
2023-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",weiblich,3663.0
2019-01-01T00:00:00.000Z,Sport,männlich,1175.0
2023-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",männlich,30062.0
2022-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",männlich,25390.0
2020-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),weiblich,7393.0
2022-01-01T00:00:00.000Z,Ingenieurwissenschaften,männlich,43836.0
2020-01-01T00:00:00.000Z,Geisteswissenschaften,männlich,9771.0
2019-01-01T00:00:00.000Z,Geisteswissenschaften,weiblich,10523.0
2019-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",weiblich,3263.0
2020-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",weiblich,14668.0
2022-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",männlich,4383.0
2022-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),männlich,7629.0
2023-01-01T00:00:00.000Z,Ingenieurwissenschaften,weiblich,12947.0
2021-01-01T00:00:00.000Z,Sport,weiblich,963.0
2019-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",männlich,24837.0
2021-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),weiblich,1537.0
2023-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),männlich,1255.0
2019-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",männlich,30715.0
2021-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",weiblich,3426.0
2019-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),männlich,6986.0
2021-01-01T00:00:00.000Z,Geisteswissenschaften,weiblich,11067.0
2022-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",weiblich,3543.0
2023-01-01T00:00:00.000Z,Sport,männlich,1180.0
2023-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",weiblich,22993.0
2020-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,weiblich,35503.0
2019-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",männlich,4284.0
2022-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",männlich,30342.0
2021-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,männlich,33843.0
2023-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",männlich,3274.0
2022-01-01T00:00:00.000Z,Sport,männlich,1215.0
2021-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",männlich,25494.0
2021-01-01T00:00:00.000Z,Ingenieurwissenschaften,männlich,44189.0
2023-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,weiblich,39574.0
2019-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,männlich,32285.0
2023-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),männlich,7700.0
2019-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),weiblich,910.0
2022-01-01T00:00:00.000Z,Ingenieurwissenschaften,weiblich,12513.0
2021-01-01T00:00:00.000Z,Zentr.Einrichtungen (o. klinikspez. Einrichtungen),männlich,7507.0
2020-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),weiblich,1118.0
2021-01-01T00:00:00.000Z,Geisteswissenschaften,männlich,9634.0
2019-01-01T00:00:00.000Z,Sport,weiblich,919.0
2022-01-01T00:00:00.000Z,Humanmedizin/Gesundheitswissenschaften,männlich,34325.0
2022-01-01T00:00:00.000Z,Zentr.Einricht.d.Hochschulkliniken (nur Humanmed.),weiblich,1555.0
2023-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",weiblich,15720.0
2019-01-01T00:00:00.000Z,Ingenieurwissenschaften,weiblich,10595.0
2020-01-01T00:00:00.000Z,Sport,weiblich,925.0
2022-01-01T00:00:00.000Z,Geisteswissenschaften,männlich,9504.0
2023-01-01T00:00:00.000Z,Geisteswissenschaften,männlich,9295.0
2023-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",männlich,4357.0
2022-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",weiblich,22639.0
2020-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",weiblich,3374.0
2021-01-01T00:00:00.000Z,"Mathematik, Naturwissenschaften",männlich,30781.0
2021-01-01T00:00:00.000Z,"Agrar-, Forst- u.Ernährungswiss., Veterinärmedizin",männlich,3310.0
2020-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft",männlich,4302.0
2020-01-01T00:00:00.000Z,Ingenieurwissenschaften,männlich,43421.0
2020-01-01T00:00:00.000Z,"Rechts-, Wirtschafts- und Sozialwissenschaften",männlich,25381.0
2020-01-01T00:00:00.000Z,Hochschulrechenzentrum,weiblich,217.0
2022-01-01T00:00:00.000Z,Geowissenschaften (ohne Geographie),weiblich,1078.0
2020-01-01T00:00:00.000Z,Rechtswissenschaften,männlich,3601.0
2020-01-01T00:00:00.000Z,Zentralbibliothek,weiblich,233.0
2021-01-01T00:00:00.000Z,Informatik,weiblich,2472.0
2023-01-01T00:00:00.000Z,Maschinenbau/Verfahrenstechnik,männlich,13088.0
2022-01-01T00:00:00.000Z,"Kliniken insgesamt, Zentrale Dienste",weiblich,1363.0
2019-01-01T00:00:00.000Z,"Landespflege, Umweltgestaltung",männlich,289.0
2021-01-01T00:00:00.000Z,Sonstige Sprach- und Kulturwissenschaften,männlich,728.0
2023-01-01T00:00:00.000Z,Mit der Hochschule verb. u. hochschulfr. Einricht.,männlich,136.0
2020-01-01T00:00:00.000Z,Elektro- und Informationstechnik,weiblich,1377.0
2023-01-01T00:00:00.000Z,Klinisch-praktische Veterinärmedizin,weiblich,557.0
2019-01-01T00:00:00.000Z,"Musik, Musikwissenschaft",weiblich,1068.0
2022-01-01T00:00:00.000Z,Wirtschaftswissenschaften,männlich,10897.0
2020-01-01T00:00:00.000Z,"Kunst, Kunstwissenschaft allgemein",männlich,462.0
2021-01-01T00:00:00.000Z,Zentralbibliothek,männlich,223.0
